"","tipo_transaccion","nombre_comercio","giro_nombre","mcc_nombre","fecha_transaccion","ope_pais","entry_mode","sexo_cliente","estado_cliente","edad_cliente","monto_transaccion","id_cliente","tiempo","cluster"
"247","TDD","ORG F FUCAM CDMX CAJASCIUDAD DE MEX001","BENEFICENCIA","ORGANIZACIONES DE SERVICIO SOCIAL ( BENEFICENCIA)",2023-02-22,"MX","CARD PRESENT","F","MEXICO",41,134.7,4141,106,4
"248","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-02-12,"MX","CARD NOT PRESENT","M","NUEVO LEON",38,637.26,4364,96,3
"249","TDD","WINGSTOP E AZTECA     CIUDAD DE MEX001","RESTAURANTE","RESTAURANTES",2022-12-09,"MX","CARD PRESENT","M","VERACRUZ DE IGNACIO DE LA LLAV",26,179.61,115,31,2
"250","TDD","S FIT PABELL ALTAVISTACIUDAD DE MEX001","ENTRETENIMIENTO","CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",2022-11-22,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",33,189.09,1925,14,2
"251","TDD","SORTEO TEC            MONTERREY NL NL","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-03-07,"MX","CARD NOT PRESENT","F","COAHUILA DE ZARAGOZA",37,22.43,5034,119,4
"252","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-08,"MX","CARD NOT PRESENT","F","GUANAJUATO",35,49.86,9404,30,4
"253","TDD","PAYPAL1               MEXICO DF    DF","AGREGADOR","AGREGADOR",2023-01-14,"MX","CARD NOT PRESENT","M","YUCATAN",21,15.94,8905,67,4
"254","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-29,"MX","CARD NOT PRESENT","M","NUEVO LEON",34,69.79,6592,21,4
"255","TDD","PAYPAL3               MEXICO DF    DF","AGREGADOR","AGREGADOR",2023-01-01,"MX","CARD NOT PRESENT","M","NUEVO LEON",24,54.36,8713,54,4
"256","TDD","OXXOVILLA JARDIN MID  MERIDA YUC   YU","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-11-15,"MX","CARD PRESENT","M","YUCATAN",21,61.35,9010,7,4
"257","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-24,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",47,198.94,6422,77,2
"258","TDD","STRIPE *UBER PENDING  CIUDAD DE MEXCMX","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-23,"MX","CARD NOT PRESENT","M","NUEVO LEON",49,49.32,2852,107,4
"259","TDC","UBR* PENDING.UBER.COM    Amsterdam","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-16,"MX","CARD NOT PRESENT","M","MEXICO",19,34.86,3754,69,4
"260","TDD","KUSHKI*WINPOT         ZAPOPAN JAL  014","ENTRETENIMIENTO","VIDEO JUEGOS - ESTABLECIMIENTOS",2022-12-01,"MX","CARD NOT PRESENT","M","SINALOA",53,159.65,6615,23,2
"261","TDD","CMX PASEO SAN PEDRO   SANPEDRO GARNL","ENTRETENIMIENTO","CINES, TEATROS",2022-11-17,"MX","CARD PRESENT","M","NUEVO LEON",23,267.44,4797,9,2
"262","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-03-05,"MX","CARD NOT PRESENT","M","BAJA CALIFORNIA",47,263.02,9162,117,2
"263","TDD","OXXOGABINO BARREDA MEXMEXICO DF    DF","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-02-04,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",39,33.85,7091,88,4
"264","TDD","7 ELEVEN LAGO ERIE    MONTERREY NL NL","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-02-01,"MX","CARD PRESENT","F","NUEVO LEON",56,26.92,1812,85,4
"265","TDC","DIDI FOOD             CIUDAD DE MEX001","COMIDA RAPIDA","COMIDA RAPIDA",2022-12-06,"MX","CARD NOT PRESENT","M","MICHOACAN DE OCAMPO",25,19.93,5334,28,4
"266","TDD","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-18,"MX","CARD NOT PRESENT","F","QUERETARO",25,54.83,903,10,4
"267","TDD","Google GARENA            650-2530000","OTROS","SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS",2022-12-24,"US","CARD NOT PRESENT","M","VERACRUZ DE IGNACIO DE LA LLAV",35,22.92,9718,46,4
"268","TDC","STR*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-26,"MX","CARD NOT PRESENT","M","GUANAJUATO",21,105.26,9752,110,4
"269","TDC","STR*UBER EATS PENDING CIUDAD DE MEX001","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2023-03-06,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",30,139.19,8931,118,4
"270","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2022-12-31,"MX","CARD NOT PRESENT","M","NUEVO LEON",43,43.52,6171,53,4
"271","TDD","DLOCAL*DIDI RIDES MX  CIUDAD DE MEX09","AGREGADOR","AGREGADOR",2022-12-11,"MX","CARD NOT PRESENT","M","NUEVO LEON",32,36.96,9060,33,4
"272","TDD","LAS DELICIAS 2        SN NICOLAS DE019","RETAIL","PANADERIAS",2023-02-11,"MX","CARD PRESENT","F","NUEVO LEON",34,204.56,3292,95,2
"273","TDC","MONTEPIOLUZ SAVINON MUCIUDAD DE MEXDF","BENEFICENCIA","ORGANIZACIONES DE SERVICIO SOCIAL ( BENEFICENCIA)",2023-01-07,"MX","CARD PRESENT","M","QUINTANA ROO",51,530,3274,60,3
"274","TDD","CLIP MX*SUPERMART     SILAO DE LA V000","AGREGADOR","AGREGADOR",2022-12-24,"MX","CARD PRESENT","F","GUANAJUATO",25,19.93,3882,46,4
"275","TDC","OPENPAY*PLAYDOIT MEXICGOMEZ PALACIODGO","AGREGADOR","AGREGADOR",2022-11-13,"MX","CARD NOT PRESENT","M","COAHUILA DE ZARAGOZA",39,159.65,7885,5,2
"276","TDC","OPLINEA*OEL           SN PEDRO GARZNL","AGREGADOR","AGREGADOR",2023-01-05,"MX","CARD PRESENT","F","NUEVO LEON",25,81.31,1078,58,4
"277","TDC","UBR* PENDING.UBER.COM    Amsterdam","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-16,"MX","CARD NOT PRESENT","M","GUANAJUATO",39,40.53,4090,38,4
"278","TDC","7 ELEVEN MORENITA MIA SANNICOLAS NNL","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-12-18,"MX","CARD PRESENT","M","NUEVO LEON",59,91.79,9575,40,4
"279","TDC","DLOCAL*DIDI RIDES     CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-26,"MX","CARD NOT PRESENT","M","NUEVO LEON",123,34.23,1719,18,4
"280","TDD","NETPAY*NATURAL        CIUDAD DE MEX019","AGREGADOR","AGREGADOR",2022-12-17,"MX","CARD PRESENT","F","NUEVO LEON",44,47.38,5620,39,4
"281","TDC","MERCADO PAGO 1        CIUDAD DE MEX001","OTROS","MERCADO DIRECTO - VENTAS POR CATALOGO",2023-02-16,"MX","CARD NOT PRESENT","M","JALISCO",27,1212.38,1380,100,1
"282","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2022-12-19,"MX","CARD NOT PRESENT","F","CIUDAD DE MEXICO",37,131.71,3386,41,4
"283","TDD","Google Activision        650-2530000","OTROS","SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS",2022-12-17,"US","CARD NOT PRESENT","F","MORELOS",20,109.25,7663,39,4
"284","TDC","UBR* PENDING.UBER.COM    Amsterdam","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-19,"MX","CARD NOT PRESENT","F","MEXICO",35,98.92,3671,103,4
"285","TDC","NETPAY*CARLS JR       MERIDA YUC   001","COMIDA RAPIDA","COMIDA RAPIDA",2023-03-04,"MX","CARD PRESENT","M","TABASCO",26,133.7,2007,116,4
"286","TDD","OXXOSANTA TERESA      MERIDA YUC   YU","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-02-05,"MX","CARD PRESENT","M","YUCATAN",29,26.92,7857,89,4
"287","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-02-14,"MX","CARD PRESENT","F","NUEVO LEON",33,39.89,5270,98,4
"288","TDC","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-03-04,"MX","CARD NOT PRESENT","M","JALISCO",31,119.7,8847,116,4
"289","TDD","DLOCAL*DIDI FOOD      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-12,"MX","CARD NOT PRESENT","F","COAHUILA DE ZARAGOZA",27,72.33,5402,4,4
"290","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-01-23,"MX","CARD NOT PRESENT","M","TAMAULIPAS",37,525.64,3243,76,3
"291","TDD","OPENPAY*APLAZ SA DE CVMIGUEL HIDALGCMX","AGREGADOR","AGREGADOR",2023-01-08,"MX","CARD NOT PRESENT","M","GUANAJUATO",33,158,6039,61,2
"292","TDD","OPENPAY*DIDIMX        CIUDAD DE MEXCMX","AGREGADOR","AGREGADOR",2022-12-06,"MX","CARD NOT PRESENT","F","BAJA CALIFORNIA",24,37.41,7903,28,4
"293","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-23,"MX","CARD NOT PRESENT","M","PUEBLA",34,54.86,4810,76,4
"294","TDD","DLOCAL*DIDI RIDES     CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-13,"MX","CARD NOT PRESENT","M","SINALOA",28,32.54,2096,5,4
"295","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-02-15,"MX","CARD NOT PRESENT","M","JALISCO",32,131.21,9950,99,4
"296","TDD","BUFFALO W SENDERO     SN NICOLAS DE019","COMIDA RAPIDA","COMIDA RAPIDA",2022-11-25,"MX","CARD PRESENT","M","NUEVO LEON",29,483.01,4909,17,3
"297","TDD","NETFLIX CR            CIUDAD DE MEX001","ENTRETENIMIENTO","PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO",2023-03-06,"MX","CARD NOT PRESENT","F","PUEBLA",45,79.31,8680,118,4
"298","TDD","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-25,"MX","CARD NOT PRESENT","F","JALISCO",33,44.86,8667,109,4
"299","TDC","DLOCAL*DIDI FOOD      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-09,"MX","CARD NOT PRESENT","M","MEXICO",22,80.81,4829,93,4
"300","TDC","CK SANTANDER          SANTIAGO DE QQU","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-11-30,"MX","CARD PRESENT","M","GUANAJUATO",25,18.93,4740,22,4
