,tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,tiempo,cluster,hormiga
1978,TDD,STARBUCKS MX CR       CIUDAD DE MEXDF,COMIDA RAPIDA,COMIDA RAPIDA,24/01/23,MX,CARD NOT PRESENT,M,GUANAJUATO,20,59.85,3642,77,4,
1979,TDC,UBER * PENDING           help.uber.com,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/12/22,NL,CARD NOT PRESENT,M,BAJA CALIFORNIA,49,38.71,6177,26,4,
1980,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,09/01/23,MX,CARD NOT PRESENT,F,AGUASCALIENTES,24,161.14,5416,62,2,
1981,TDD,CARLS JUNIOR          MONTERREY NL NL,COMIDA RAPIDA,COMIDA RAPIDA,18/02/23,MX,CARD PRESENT,M,NUEVO LEON,30,101.77,7743,102,4,
1982,TDD,SNP*JUANES            CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",06/12/22,MX,CARD PRESENT,F,NUEVO LEON,25,36.48,7441,28,4,
1983,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,78,26.07,601,89,4,1
1984,TDD,DIST DE FAJAS ORTO Y UMONTERREY NL NLE,RETAIL,"ARTICULO ORTOPEDICOS, PROTESIS VTA, REPARACION,ACC",21/01/23,MX,CARD PRESENT,M,NUEVO LEON,53,154.16,4388,74,2,
3552,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,13/01/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,64.84,98,66,4,0
1986,TDC,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,21/01/23,MX,CARD NOT PRESENT,M,MORELOS,23,69.83,4981,74,4,
1987,TDC,OXXO BLANQUE          MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",17/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,45,108,5846,101,4,
1988,TDD,Google Moon Active       650-2530000,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,23/02/23,US,CARD NOT PRESENT,F,TABASCO,23,19.93,6703,107,4,
1989,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,39,44.75,1146,70,4,1
1990,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,21,73.72,5536,108,4,
1991,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,12/02/23,MX,CARD NOT PRESENT,M,MEXICO,46,59.35,384,96,4,1
1992,TDC,TCONE*AGREGADOR       CIUDAD DE MEX09,AGREGADOR,AGREGADOR,03/12/22,MX,CARD PRESENT,M,CHIHUAHUA,29,66.84,8031,25,4,
1993,TDC,OXXOBOSCO             HERMOSILLO SOSO,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",09/11/22,MX,CARD PRESENT,M,SONORA,27,41.39,9063,1,4,
1994,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,66.07,9073,34,4,
1995,TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,28/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,147.18,5446,112,2,
1996,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,49.84,3626,57,4,
1997,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/02/23,MX,CARD NOT PRESENT,M,AGUASCALIENTES,36,59.35,1855,96,4,
1998,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,32.08,9305,94,4,
1999,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,06/02/23,MX,CARD PRESENT,M,JALISCO,35,121.73,732,90,4,0
2000,TDD,CLIP MX*TIENDAS Y VENTCIUDAD DE MEX000,AGREGADOR,AGREGADOR,06/12/22,MX,CARD PRESENT,F,NUEVO LEON,27,25.42,7466,28,4,
2001,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,03/03/23,MX,CARD NOT PRESENT,M,GUANAJUATO,20,59.35,3642,115,4,
2002,TDC,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,15/12/22,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,35,312.25,2036,37,2,
2003,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,24,19.93,8619,64,4,
2004,TDD,MIBAIT                CIUDAD DE MEX001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),03/03/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,19,59.85,6575,115,4,
2005,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,41,37.98,9073,57,4,
2006,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),02/03/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,19.93,8031,114,4,
2007,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",23/11/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,155.66,3733,15,2,
2008,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,95.18,827,32,4,1
2009,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,COMIDA RAPIDA,COMIDA RAPIDA,06/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,29,27.86,557,90,4,1
2010,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,01/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,44,24.92,1878,85,4,
2011,TDD,AMZN Mktp US             Amzn.com/bill,RETAIL,LIBRERIAS,27/01/23,US,CARD NOT PRESENT,M,JALISCO,34,88.98,8886,80,4,
2012,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",18/12/22,MX,CARD NOT PRESENT,M,SONORA,27,59.85,9063,40,4,
2434,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,21/01/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,69.83,98,74,4,0
2014,TDD,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",08/02/23,NL,CARD NOT PRESENT,F,NUEVO LEON,33,32.57,1321,92,4,1
2015,TDD,OXXO HIDALGO II       MONTERREY NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",01/03/23,MX,CARD PRESENT,F,NUEVO LEON,54,28.41,534,113,4,1
2016,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,143.61,3733,110,2,
2017,TDD,TCONE*AGREGADOR       CIUDAD DE MEX09,AGREGADOR,AGREGADOR,12/02/23,MX,CARD PRESENT,M,MEXICO,54,90.79,5709,96,4,
552,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,27/01/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,54.86,98,80,4,0
2019,TDC,7ELEVEN T2784 MODENA  APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",12/02/23,MX,CARD PRESENT,F,NUEVO LEON,37,66.84,5064,96,4,
2020,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",13/12/22,MX,CARD NOT PRESENT,M,QUERETARO,29,63.54,450,35,4,1
2021,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",16/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,38.66,6640,8,4,
2022,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,40.34,6640,36,4,
2023,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,34,89.98,5752,45,4,
2024,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,02/03/23,MX,CARD NOT PRESENT,M,NUEVO LEON,62,189.93,1617,114,2,0
2025,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,25/11/22,MX,CARD NOT PRESENT,M,GUERRERO,44,209.05,6656,17,2,
2026,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/11/22,MX,CARD NOT PRESENT,F,GUANAJUATO,32,44.86,2902,10,4,
2027,TDC,DIDI FOOD             CIUDAD DE MEX001,COMIDA RAPIDA,COMIDA RAPIDA,28/11/22,MX,CARD NOT PRESENT,F,QUERETARO,45,19.93,879,20,4,1
1433,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,03/03/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,67.34,98,115,4,0
2029,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,30/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,25,164.94,2566,52,2,
2030,TDD,STP*UNDOSTRES COM MX  CIUDAD DE MEX001,AGREGADOR,AGREGADOR,11/02/23,MX,CARD NOT PRESENT,M,GUANAJUATO,44,34.9,3826,95,4,
2031,TDD,7 ELEVEN T 1874       GUADALUPE NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",26/02/23,MX,CARD PRESENT,M,NUEVO LEON,20,53.61,5461,110,4,
2032,TDD,OF                       London,OTROS,"MERCADEO DIRECTO, SERVICIOS POR TELEFONO.",07/01/23,GB,CARD NOT PRESENT,M,MEXICO,32,154.24,378,60,2,1
2033,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/12/22,MX,CARD NOT PRESENT,M,QUERETARO,29,36.96,450,40,4,1
2034,TDC,CONEKTA*OXXO          MONTERREY NL 019,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",31/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,84.8,6592,84,4,
2035,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,142.69,9073,9,2,
2036,TDC,7ELEVEN T2563 MREV    MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/02/23,MX,CARD PRESENT,M,MEXICO,22,57.85,5444,97,4,
2037,TDC,OPENPAY*RAPPI         CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,13/01/23,MX,CARD NOT PRESENT,M,MEXICO,28,20.63,9857,66,4,
2038,TDD,OXXO LOMAS PRIVADA MTYGARCIA NL    NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/01/23,MX,CARD PRESENT,M,NUEVO LEON,21,17.68,5536,66,4,
2039,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",31/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,23,31.09,3521,53,4,
2040,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,20,27.92,5674,93,4,
2041,TDC,CLIP MX*MINISUPER Y ULCIUDAD DE MEX000,AGREGADOR,AGREGADOR,28/11/22,MX,CARD PRESENT,M,JALISCO,31,184.6,626,20,2,1
2042,TDC,PATIO TOLUCA          TOLUCA EM    EM,RETAIL,ALIMENTOS - PROVEEDORES Y DISTRIBUIDORES,09/02/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,61,86.8,9177,93,4,
2043,TDD,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,07/12/22,MX,CARD NOT PRESENT,F,GUANAJUATO,32,95.78,2902,29,4,
2044,TDC,AMAZON PRIME          CIUDAD DE MEX001,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,15/02/23,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,35,59.35,2036,99,4,
2045,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,21/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,16,228.21,8620,43,2,
1867,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,26/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,47,333.8,44,110,2,0
2047,TDD,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",18/12/22,MX,CARD NOT PRESENT,F,AGUASCALIENTES,24,457.06,5416,40,3,
2048,TDD,OXXOLIENZO QRF        CORREGIDORA QQU,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",05/02/23,MX,CARD PRESENT,M,SONORA,19,27.66,896,89,4,1
2049,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,30/11/22,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,22,4,
2050,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,14.94,5446,108,4,
2051,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/02/23,MX,CARD NOT PRESENT,M,JALISCO,31,30.58,626,106,4,1
2052,TDC,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/03/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,82.54,892,116,4,1
3738,TDD,SRPAGO*RESTAURANTE    CIUDAD DE MEX001,AGREGADOR,AGREGADOR,15/01/23,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,51.67,98,68,4,0
2054,TDD,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,104.76,9305,117,4,
2055,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,19.93,9073,22,4,
2056,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,27,36.59,1144,32,4,1
2057,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,21/01/23,MX,CARD NOT PRESENT,F,GUANAJUATO,32,205.96,2902,74,2,
2058,TDD,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/02/23,NL,CARD NOT PRESENT,F,NUEVO LEON,33,95.02,1321,96,4,1
2059,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,45,39.84,5846,67,4,
2060,TDC,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,23/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,216.64,6592,76,2,
2061,TDC,NETFLIX COM 1         MEXICO DF    DF,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,26/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,32,159.15,3376,110,2,
2062,TDD,MOTO AS ESCOBEDO      GRAL ESCOBEDO001,RETAIL,DISTRIBUIDORES Y AGENCIAS - MOTOCICLETAS,11/11/22,MX,CARD PRESENT,M,NUEVO LEON,35,102.27,530,3,4,1
2063,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,35,124.71,757,55,4,1
2064,TDD,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",21/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,145.4,7719,13,2,
2065,TDD,OXXO SAN PEDRO        SN PEDRO GARZNL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",25/11/22,MX,CARD PRESENT,M,NUEVO LEON,31,23.17,1292,17,4,1
2066,TDC,STR*UNDOSTRES COM MX  CIUDAD DE MEX001,AGREGADOR,AGREGADOR,03/03/23,MX,CARD NOT PRESENT,F,QUINTANA ROO,27,14.94,4152,115,4,
2067,TDD,OXXOPLAZA TILA VSA    CARMEN CAMP  CA,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",22/02/23,MX,CARD PRESENT,M,CAMPECHE,48,56.06,4752,106,4,
2068,TDD,IZZI IVR              CIUDAD DE MEX001,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,22/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,55,254.46,3625,75,2,
993,TDD,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,COMIDA RAPIDA,COMIDA RAPIDA,24/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,307.36,344,108,2,1
2070,TDD,OXXO MEZQUITAL        APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",06/02/23,MX,CARD PRESENT,M,NUEVO LEON,33,41.39,9286,90,4,
2071,TDD,OXXO CHAPULTEPEC      CHAPULTEPEC EEM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",17/02/23,MX,CARD PRESENT,M,MEXICO,32,76.82,378,101,4,1
2072,TDD,SPOTIFY               CIUDAD DE MEX001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),11/01/23,MX,CARD NOT PRESENT,F,BAJA CALIFORNIA,32,99.27,4785,64,4,
2073,TDD,SISTEMAS PROFESIONALESMEXICO DF    DF,RETAIL,DISTRIBUIDOR DE PINTURAS Y BARNICES,20/01/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,43,34.9,8428,73,4,
2074,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,78,64.93,601,27,4,1
2075,TDD,7 ELEVEN MORENITA MIA SANNICOLAS NNL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",26/11/22,MX,CARD PRESENT,M,NUEVO LEON,59,93.03,9575,18,4,
2076,TDD,gotinder.com/help        000-0000000,OTROS,"EDECANES, (DAMAS DE COMPANIA)",02/12/22,US,CARD NOT PRESENT,M,MEXICO,32,108.3,378,24,4,1
2077,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,02/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,23,59.85,4920,114,4,
2078,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,02/02/23,MX,CARD NOT PRESENT,F,TLAXCALA,58,95.29,1212,86,4,1
2079,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/11/22,MX,CARD NOT PRESENT,M,MEXICO,22,44.23,5444,4,4,
2080,TDD,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",01/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,179.58,9305,113,2,
2081,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,44.87,7719,31,4,
2082,TDD,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,09/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,25,172.83,2566,31,2,
2083,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,19/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,34,451.07,5752,11,3,
2084,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,22/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,113.89,6640,14,4,
2085,TDD,EBANX*APLAZO          MIGUEL HIDALGDF,AGREGADOR,AGREGADOR,01/03/23,MX,CARD NOT PRESENT,M,PUEBLA,33,174.3,4666,113,2,
2086,TDD,OXXOPLAZA MESON TLC   CALIMAYA EM  EM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",25/01/23,MX,CARD PRESENT,M,MEXICO,32,356.26,378,78,2,0
2087,TDC,UBER                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",03/02/23,MX,CARD NOT PRESENT,M,GUANAJUATO,21,19.93,7473,87,4,
2088,TDD,OXXO TEQUES CENTRO CUEJOJUTLA MOR  MO,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",12/11/22,MX,CARD PRESENT,M,TLAXCALA,42,101.52,6307,4,4,
2089,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",11/02/23,MX,CARD NOT PRESENT,M,QUERETARO,29,104.26,450,95,4,1
2090,TDC,MERPAGO*GST           CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,20/11/22,MX,CARD PRESENT,M,GUANAJUATO,25,40.64,2472,12,4,
2091,TDC,ABAR MERZA HELIODORO HGUADALAJARA JJA,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",11/12/22,MX,CARD PRESENT,M,JALISCO,31,19.08,626,33,4,1
2092,TDD,STARBUCKS M ALEMAN DT APODACA NL   NL,COMIDA RAPIDA,COMIDA RAPIDA,10/11/22,MX,CARD PRESENT,M,NUEVO LEON,33,48.87,9286,2,4,
2093,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/01/23,MX,CARD NOT PRESENT,F,QUERETARO,45,29.72,879,76,4,1
2094,TDC,MERPAGO*GST           CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,20/12/22,MX,CARD PRESENT,M,GUANAJUATO,25,43.63,2472,42,4,
2095,TDD,HTECH.COM TELCEL      SANPEDRO GARNL,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,03/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,56,4,
2096,TDD,MC DONALD S PARQUE ALACIUDAD DE MEX00,COMIDA RAPIDA,COMIDA RAPIDA,01/12/22,MX,CARD PRESENT,F,MEXICO,26,36.9,8867,23,4,
2097,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,27,29.15,1144,83,4,1
2098,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,95.22,3733,98,4,
2099,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/01/23,MX,CARD NOT PRESENT,M,QUERETARO,15,84.3,7089,70,4,
2100,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,49.87,7719,31,4,
2101,TDC,CARLS JR JUAN PABLO IISN NICOLAS DENL,COMIDA RAPIDA,COMIDA RAPIDA,07/01/23,MX,CARD PRESENT,F,NUEVO LEON,34,83.3,5752,60,4,
2102,TDC,UBER   *TRIP             Amsterdam,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,29,66.5,7954,110,4,
